package_name,version,license,repository
cli-truncate,5.2.0,MIT,https://github.com/sindresorhus/cli-truncate
cliui,8.0.1,ISC,https://github.com/yargs/cliui
co,4.6.0,MIT,https://github.com/tj/co
collect-v8-coverage,1.0.3,MIT,https://github.com/SimenB/collect-v8-coverage
color-convert,2.0.1,MIT,https://github.com/Qix-/color-convert
color-name,1.1.4,MIT,https://github.com/colorjs/color-name
colorette,2.0.20,MIT,https://github.com/jorgebucaran/colorette
combined-stream,1.0.8,MIT,https://github.com/felixge/node-combined-stream
commander,14.0.3,MIT,https://github.com/tj/commander.js
concat-map,0.0.1,MIT,https://github.com/substack/node-concat-map
convert-source-map,2.0.0,MIT,https://github.com/thlorenz/convert-source-map
create-jest,29.7.0,MIT,https://github.com/jestjs/jest
cross-spawn,7.0.6,MIT,https://github.com/moxystudio/node-cross-spawn
cssesc,3.0.0,MIT,https://github.com/mathiasbynens/cssesc
cssom,0.3.8,MIT,https://github.com/NV/CSSOM
cssom,0.5.0,MIT,https://github.com/NV/CSSOM
cssstyle,2.3.0,MIT,https://github.com/jsdom/cssstyle
data-urls,3.0.2,MIT,https://github.com/jsdom/data-urls
data-view-buffer,1.0.2,MIT,https://github.com/inspect-js/data-view-buffer
data-view-byte-length,1.0.2,MIT,https://github.com/inspect-js/data-view-byte-length
data-view-byte-offset,1.0.1,MIT,https://github.com/inspect-js/data-view-byte-offset
debug,3.2.7,MIT,https://github.com/visionmedia/debug
debug,4.4.3,MIT,https://github.com/debug-js/debug
decimal.js,10.6.0,MIT,https://github.com/MikeMcl/decimal.js
dedent,1.7.2,MIT,https://github.com/dmnd/dedent
deep-is,0.1.4,MIT,https://github.com/thlorenz/deep-is
deepmerge,4.3.1,MIT,https://github.com/TehShrike/deepmerge
define-data-property,1.1.4,MIT,https://github.com/ljharb/define-data-property
define-properties,1.2.1,MIT,https://github.com/ljharb/define-properties
delayed-stream,1.0.0,MIT,https://github.com/felixge/node-delayed-stream
detect-newline,3.1.0,MIT,https://github.com/sindresorhus/detect-newline
diff-sequences,29.6.3,MIT,https://github.com/jestjs/jest
diffable-html,4.1.0,MIT,https://github.com/rayrutjes/diffable-html
doctrine,2.1.0,Apache-2.0,https://github.com/eslint/doctrine
dom-serializer,0.2.2,MIT,https://github.com/cheeriojs/dom-renderer
domelementtype,1.3.1,BSD-2-Clause,https://github.com/fb55/domelementtype
domelementtype,2.3.0,BSD-2-Clause,https://github.com/fb55/domelementtype
domexception,4.0.0,MIT,https://github.com/jsdom/domexception
domhandler,2.4.2,BSD-2-Clause,https://github.com/fb55/DomHandler
domutils,1.7.0,BSD-2-Clause,https://github.com/FB55/domutils
dunder-proto,1.0.1,MIT,https://github.com/es-shims/dunder-proto
electron-to-chromium,1.5.362,ISC,https://github.com/Kilian/electron-to-chromium
emittery,0.13.1,MIT,https://github.com/sindresorhus/emittery
emoji-regex,10.6.0,MIT,https://github.com/mathiasbynens/emoji-regex
emoji-regex,8.0.0,MIT,https://github.com/mathiasbynens/emoji-regex
entities,1.1.2,BSD-2-Clause,https://github.com/fb55/entities
entities,2.2.0,BSD-2-Clause,https://github.com/fb55/entities
entities,6.0.1,BSD-2-Clause,https://github.com/fb55/entities
environment,1.1.0,MIT,https://github.com/sindresorhus/environment
error-ex,1.3.4,MIT,https://github.com/qix-/node-error-ex
es-abstract,1.24.2,MIT,https://github.com/ljharb/es-abstract
es-define-property,1.0.1,MIT,https://github.com/ljharb/es-define-property
es-errors,1.3.0,MIT,https://github.com/ljharb/es-errors
es-object-atoms,1.1.2,MIT,https://github.com/ljharb/es-object-atoms
es-set-tostringtag,2.1.0,MIT,https://github.com/es-shims/es-set-tostringtag
es-shim-unscopables,1.1.0,MIT,https://github.com/ljharb/es-shim-unscopables
es-to-primitive,1.3.0,MIT,https://github.com/ljharb/es-to-primitive
escalade,3.2.0,MIT,https://github.com/lukeed/escalade
escape-string-regexp,2.0.0,MIT,https://github.com/sindresorhus/escape-string-regexp
escape-string-regexp,4.0.0,MIT,https://github.com/sindresorhus/escape-string-regexp
escodegen,2.1.0,BSD-2-Clause,https://github.com/estools/escodegen
eslint,9.39.4,MIT,https://github.com/eslint/eslint
eslint-import-resolver-node,0.3.10,MIT,https://github.com/import-js/eslint-plugin-import
eslint-module-utils,2.12.1,MIT,https://github.com/import-js/eslint-plugin-import
eslint-plugin-import,2.32.0,MIT,https://github.com/import-js/eslint-plugin-import
eslint-plugin-jest,28.14.0,MIT,https://github.com/jest-community/eslint-plugin-jest
eslint-restricted-globals,0.2.0,MIT,https://github.com/doshisid/eslint-restricted-globals
eslint-scope,5.1.1,BSD-2-Clause,https://github.com/eslint/eslint-scope
eslint-scope,8.4.0,BSD-2-Clause,https://github.com/eslint/js
eslint-visitor-keys,2.1.0,Apache-2.0,https://github.com/eslint/eslint-visitor-keys
eslint-visitor-keys,3.4.3,Apache-2.0,https://github.com/eslint/eslint-visitor-keys
eslint-visitor-keys,4.2.1,Apache-2.0,https://github.com/eslint/js
eslint-visitor-keys,5.0.1,Apache-2.0,https://github.com/eslint/js
espree,10.4.0,BSD-2-Clause,https://github.com/eslint/js
esprima,4.0.1,BSD-2-Clause,https://github.com/jquery/esprima
esquery,1.7.0,BSD-3-Clause,https://github.com/estools/esquery
esrecurse,4.3.0,BSD-2-Clause,https://github.com/estools/esrecurse
estraverse,4.3.0,BSD-2-Clause,https://github.com/estools/estraverse
estraverse,5.3.0,BSD-2-Clause,https://github.com/estools/estraverse
estree-toolkit,1.7.14,MIT,https://github.com/sarsamurmu/estree-toolkit
esutils,2.0.3,BSD-2-Clause,https://github.com/estools/esutils
eventemitter3,5.0.4,MIT,https://github.com/primus/eventemitter3
execa,5.1.1,MIT,https://github.com/sindresorhus/execa
exit,0.1.2,MIT,https://github.com/cowboy/node-exit
expect,29.7.0,MIT,https://github.com/jestjs/jest
fast-deep-equal,3.1.3,MIT,https://github.com/epoberezkin/fast-deep-equal
fast-glob,3.3.3,MIT,https://github.com/mrmlnc/fast-glob
fast-json-stable-stringify,2.1.0,MIT,https://github.com/epoberezkin/fast-json-stable-stringify
fast-levenshtein,2.0.6,MIT,https://github.com/hiddentao/fast-levenshtein
fast-xml-builder,1.2.0,MIT,https://github.com/NaturalIntelligence/fast-xml-builder
fast-xml-parser,5.8.0,MIT,https://github.com/NaturalIntelligence/fast-xml-parser
fastq,1.20.1,ISC,https://github.com/mcollina/fastq
fb-watchman,2.0.2,Apache-2.0,https://github.com/facebook/watchman
fdir,6.5.0,MIT,https://github.com/thecodrr/fdir
file-entry-cache,8.0.0,MIT,https://github.com/jaredwray/file-entry-cache
fill-range,7.1.1,MIT,https://github.com/jonschlinkert/fill-range
find-up,4.1.0,MIT,https://github.com/sindresorhus/find-up
find-up,5.0.0,MIT,https://github.com/sindresorhus/find-up
flat-cache,4.0.1,MIT,https://github.com/jaredwray/flat-cache
flatted,3.4.2,ISC,https://github.com/WebReflection/flatted
follow-redirects,1.16.0,MIT,https://github.com/follow-redirects/follow-redirects
for-each,0.3.5,MIT,https://github.com/Raynos/for-each
form-data,4.0.5,MIT,https://github.com/form-data/form-data
fs.realpath,1.0.0,ISC,https://github.com/isaacs/fs.realpath
function-bind,1.1.2,MIT,https://github.com/Raynos/function-bind
function.prototype.name,1.1.8,MIT,https://github.com/es-shims/Function.prototype.name
functions-have-names,1.2.3,MIT,https://github.com/inspect-js/functions-have-names
generator-function,2.0.1,MIT,https://github.com/TimothyGu/generator-function
gensync,1.0.0-beta.2,MIT,https://github.com/loganfsmyth/gensync
get-caller-file,2.0.5,ISC,https://github.com/stefanpenner/get-caller-file
get-east-asian-width,1.6.0,MIT,https://github.com/sindresorhus/get-east-asian-width
get-intrinsic,1.3.0,MIT,https://github.com/ljharb/get-intrinsic
get-package-type,0.1.0,MIT,https://github.com/cfware/get-package-type
get-proto,1.0.1,MIT,https://github.com/ljharb/get-proto
get-stream,6.0.1,MIT,https://github.com/sindresorhus/get-stream
get-symbol-description,1.1.0,MIT,https://github.com/inspect-js/get-symbol-description
glob,7.2.3,ISC,https://github.com/isaacs/node-glob
glob-parent,5.1.2,ISC,https://github.com/gulpjs/glob-parent
glob-parent,6.0.2,ISC,https://github.com/gulpjs/glob-parent
globals,14.0.0,MIT,https://github.com/sindresorhus/globals
globals,15.14.0,MIT,https://github.com/sindresorhus/globals
globalthis,1.0.4,MIT,https://github.com/ljharb/System.global
gopd,1.2.0,MIT,https://github.com/ljharb/gopd
graceful-fs,4.2.11,ISC,https://github.com/isaacs/node-graceful-fs
has-bigints,1.1.0,MIT,https://github.com/ljharb/has-bigints
has-flag,4.0.0,MIT,https://github.com/sindresorhus/has-flag
has-property-descriptors,1.0.2,MIT,https://github.com/inspect-js/has-property-descriptors
has-proto,1.2.0,MIT,https://github.com/inspect-js/has-proto
has-symbols,1.1.0,MIT,https://github.com/inspect-js/has-symbols
has-tostringtag,1.0.2,MIT,https://github.com/inspect-js/has-tostringtag
hasown,2.0.3,MIT,https://github.com/inspect-js/hasOwn
he,1.2.0,MIT,https://github.com/mathiasbynens/he
html-encoding-sniffer,3.0.0,MIT,https://github.com/jsdom/html-encoding-sniffer
html-escaper,2.0.2,MIT,https://github.com/WebReflection/html-escaper
htmlparser2,3.10.1,MIT,https://github.com/fb55/htmlparser2
http-proxy-agent,5.0.0,MIT,https://github.com/TooTallNate/node-http-proxy-agent
https-proxy-agent,5.0.1,MIT,https://github.com/TooTallNate/node-https-proxy-agent
human-signals,2.1.0,Apache-2.0,https://github.com/ehmicky/human-signals
husky,9.1.7,MIT,https://github.com/typicode/husky
iconv-lite,0.6.3,MIT,https://github.com/ashtuchkin/iconv-lite
ignore,5.3.2,MIT,https://github.com/kaelzhang/node-ignore
immer,10.2.0,MIT,https://github.com/immerjs/immer
import-fresh,3.3.1,MIT,https://github.com/sindresorhus/import-fresh
import-local,3.2.0,MIT,https://github.com/sindresorhus/import-local
imurmurhash,0.1.4,MIT,https://github.com/jensyt/imurmurhash-js
inflight,1.0.6,ISC,https://github.com/npm/inflight
inherits,2.0.4,ISC,https://github.com/isaacs/inherits
internal-slot,1.1.0,MIT,https://github.com/ljharb/internal-slot
is-array-buffer,3.0.5,MIT,https://github.com/inspect-js/is-array-buffer
is-arrayish,0.2.1,MIT,https://github.com/qix-/node-is-arrayish
